"id","name","brand","address.addr1","address.city","address.region","address.country","lat","long","check_in_date","check_in","check_out_date","check_out","event","nights","sale_price","url","name-2","deleted_at"
"c1dd1e5d-f6b5-4d5e-be89-1b2329ce85e9","Holiday Inn Louisville Airport - Fair/Expo, an IHG Hotel","InterContinental Hotels Group PLC","447 Farmington Ave","Louisville","KY","US",38.20169,-85.75198,"2023-07-17","Mon, Jul 17","2023-07-18","Tue, Jul 18","Beyonce Renaissance World Tour Louisville",1,135,"https://www.gohoken.com/hotels/c1dd1e5d-f6b5-4d5e-be89-1b2329ce85e9/41f19b67-bb93-4292-b746-33a27d234b59","Beyonce Renaissance World Tour Louisville",0
"5f236507-9e42-4c32-8bce-57c70013ae6c","Hampton Inn & Suites Seattle-Downtown","Hilton","700 5th Ave N","Seattle","WA","US",47.625975,-122.34691,"2023-07-18","Tue, Jul 18","2023-07-19","Wed, Jul 19","The Celebration Tour Madonna Seattle ",1,349,"https://www.gohoken.com/hotels/5f236507-9e42-4c32-8bce-57c70013ae6c/9e25b2bd-333a-4b89-91b9-bf302e59e120","The Celebration Tour Madonna Seattle ",0
"b1561e79-ddec-49ba-aae0-76ffa975ea21","Homewood Suites by Hilton Seattle Downtown","Hilton","206 Western Ave W","Seattle","WA","US",47.620375,-122.359705,"2023-07-18","Tue, Jul 18","2023-07-19","Wed, Jul 19","The Celebration Tour Madonna Seattle ",1,459,"https://www.gohoken.com/hotels/b1561e79-ddec-49ba-aae0-76ffa975ea21/9e25b2bd-333a-4b89-91b9-bf302e59e120","The Celebration Tour Madonna Seattle ",0
"257092b6-05a0-4293-bc2d-0d4969d23ac6","The Maxwell Hotel - A Staypineapple Hotel","Independent","300 Roy St","Seattle","WA","US",47.625655,-122.351145,"2023-07-18","Tue, Jul 18","2023-07-19","Wed, Jul 19","The Celebration Tour Madonna Seattle ",1,507,"https://www.gohoken.com/hotels/257092b6-05a0-4293-bc2d-0d4969d23ac6/9e25b2bd-333a-4b89-91b9-bf302e59e120","The Celebration Tour Madonna Seattle ",0
"8d0a9460-50f7-4273-9cfd-01a8e34373e4","The Mediterranean Inn","Independent","425 Queen Anne Ave N","Seattle","WA","US",47.62304,-122.35696,"2023-07-18","Tue, Jul 18","2023-07-19","Wed, Jul 19","The Celebration Tour Madonna Seattle ",1,399,"https://www.gohoken.com/hotels/8d0a9460-50f7-4273-9cfd-01a8e34373e4/9e25b2bd-333a-4b89-91b9-bf302e59e120","The Celebration Tour Madonna Seattle ",0
"4d099ead-9ea1-4a50-937e-9c4878f9c460","Four Points by Sheraton Downtown Seattle Center","Sheraton","601 Roy St","Seattle","WA","US",47.62499,-122.344585,"2023-07-18","Tue, Jul 18","2023-07-19","Wed, Jul 19","The Celebration Tour Madonna Seattle ",1,339,"https://www.gohoken.com/hotels/4d099ead-9ea1-4a50-937e-9c4878f9c460/9e25b2bd-333a-4b89-91b9-bf302e59e120","The Celebration Tour Madonna Seattle ",0
"ed0dba5a-92bc-4c31-996d-f3608c8cc3f9","Hilton Garden Inn Minneapolis University Area","Hilton","511 SE Huron Blvd","Minneapolis","MN","US",44.97096,-93.22271,"2023-07-20","Thu, Jul 20","2023-07-21","Fri, Jul 21","Beyonce Renaissance World Tour Minneapolis ",1,332,"https://www.gohoken.com/hotels/ed0dba5a-92bc-4c31-996d-f3608c8cc3f9/89828300-8792-4202-a07b-bb1aee1682f2","Beyonce Renaissance World Tour Minneapolis ",0
"3984c175-9c1f-4ff1-b8a1-6caa3ae05f6b","Graduate Minneapolis","Independent","615 Washington Ave SE","Minneapolis","MN","US",44.97376,-93.23008,"2023-07-20","Thu, Jul 20","2023-07-21","Fri, Jul 21","Beyonce Renaissance World Tour Minneapolis ",1,349,"https://www.gohoken.com/hotels/3984c175-9c1f-4ff1-b8a1-6caa3ae05f6b/89828300-8792-4202-a07b-bb1aee1682f2","Beyonce Renaissance World Tour Minneapolis ",0
"f062df60-dcde-4de5-8a76-798be2893a79","Hilton Chicago","Hilton","720 S Michigan Ave","Chicago","IL","US",41.872265,-87.625266,"2023-07-22","Sat, Jul 22","2023-07-23","Sun, Jul 23","Beyonce Renaissance World Tour Chicago",1,299,"https://www.gohoken.com/hotels/f062df60-dcde-4de5-8a76-798be2893a79/b86d43ab-a525-4289-b954-93e0f24b71b0","Beyonce Renaissance World Tour Chicago",0
"3f85c9b0-b3e5-4b66-97d5-24b69da504e8","Courtyard by Marriott Phoenix Downtown","Marriott","132 S Central Ave","Phoenix","AZ","US",33.44659,-112.0739,"2023-07-22","Sat, Jul 22","2023-07-23","Sun, Jul 23","The Celebration Tour Madonna Phoenix ",1,187,"https://www.gohoken.com/hotels/3f85c9b0-b3e5-4b66-97d5-24b69da504e8/1c94e051-03e3-4da0-9721-f4f507db0ffe","The Celebration Tour Madonna Phoenix ",0
